id,proposal_id,create_date,client_rating,freelancer_rating,client_rating_description,freelancer_rating_description,status
648,1141,2019-08-06,,,,,dispute
649,2045,2019-11-02,,,,,dispute
650,758,2018-07-05,2.5,1.7,Fusce consequat.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",complete
651,981,2020-07-15,1.8,3.2,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Duis ac nibh.,cancelled
652,1596,2020-04-10,3.3,4.5,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Quisque id justo sit amet sapien dignissim vestibulum.,complete
653,1361,2020-03-19,5.0,3.5,Proin interdum mauris non ligula pellentesque ultrices.,Etiam pretium iaculis justo.,cancelled
654,1593,2018-09-02,,,,,dispute
655,336,2019-01-06,3.3,1.8,Morbi porttitor lorem id ligula.,Ut at dolor quis odio consequat varius.,complete
656,2418,2018-03-20,3.8,3.0,Sed sagittis.,Integer ac neque.,cancelled
657,2122,2018-07-31,,,,,ongoing
658,466,2019-04-04,1.9,1.1,Integer a nibh.,In eleifend quam a odio.,cancelled
659,340,2018-04-23,4.9,4.3,In hac habitasse platea dictumst.,Donec ut dolor.,complete
660,1015,2019-07-08,2.2,2.8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Cras in purus eu magna vulputate luctus.,cancelled
661,443,2019-06-25,,,,,dispute
662,2332,2018-11-15,,,,,dispute
663,552,2020-06-08,1.1,2.2,Pellentesque eget nunc.,Nulla facilisi.,complete
664,1419,2019-11-25,,,,,ongoing
665,789,2020-03-30,,,,,ongoing
666,991,2019-03-04,4.2,1.3,In hac habitasse platea dictumst.,Suspendisse potenti.,complete
667,1769,2020-03-19,,,,,dispute
668,225,2020-06-02,,,,,ongoing
669,2016,2018-10-15,,,,,ongoing
670,1094,2018-01-01,1.7,4.0,Praesent id massa id nisl venenatis lacinia.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",cancelled
671,2349,2018-07-25,3.1,1.6,In hac habitasse platea dictumst.,Maecenas tincidunt lacus at velit.,cancelled
672,1113,2019-11-07,1.8,2.3,Nunc nisl.,Duis mattis egestas metus.,complete
673,2162,2020-03-14,2.7,3.8,In congue.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",complete
674,2580,2019-11-30,2.4,2.9,Suspendisse accumsan tortor quis turpis.,Maecenas rhoncus aliquam lacus.,cancelled
675,63,2019-07-31,,,,,ongoing
676,1628,2018-07-03,,,,,ongoing
677,1831,2018-03-23,4.9,4.4,Sed sagittis.,Nullam porttitor lacus at turpis.,cancelled
678,1911,2019-04-20,,,,,ongoing
679,1172,2019-07-26,,,,,dispute
680,2468,2019-08-25,,,,,dispute
681,2047,2019-10-13,4.5,3.0,Aenean lectus.,Etiam faucibus cursus urna.,cancelled
682,1621,2018-12-27,2.2,1.7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Praesent lectus.,complete
683,1404,2018-02-26,3.5,4.5,Nam dui.,Donec vitae nisi.,complete
684,2390,2020-03-07,4.0,4.2,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Nam tristique tortor eu pede.,complete
685,1289,2019-07-03,,,,,dispute
686,158,2019-12-12,,,,,ongoing
687,323,2020-07-23,,,,,dispute
688,2285,2018-04-28,1.1,3.5,In sagittis dui vel nisl.,Vivamus vestibulum sagittis sapien.,complete
689,1379,2018-08-25,4.9,2.1,In hac habitasse platea dictumst.,Vestibulum rutrum rutrum neque.,cancelled
690,598,2019-06-26,3.3,1.3,Morbi vel lectus in quam fringilla rhoncus.,Cras non velit nec nisi vulputate nonummy.,cancelled
691,922,2019-03-21,,,,,dispute
692,1541,2018-09-13,2.9,4.7,Duis ac nibh.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",cancelled
693,2417,2020-07-22,,,,,ongoing
694,468,2019-09-13,,,,,ongoing
695,2151,2020-04-26,,,,,dispute
696,212,2020-01-31,2.0,2.7,Nulla tempus.,Nunc purus.,complete
697,586,2020-07-09,2.3,2.0,Integer ac leo.,Morbi non lectus.,complete
698,1739,2018-07-24,4.4,2.4,Vivamus vel nulla eget eros elementum pellentesque.,Praesent id massa id nisl venenatis lacinia.,complete
699,1538,2018-07-12,,,,,ongoing
700,2042,2020-04-20,3.0,3.4,Maecenas pulvinar lobortis est.,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",complete
701,2470,2020-06-25,,,,,ongoing
702,1605,2019-12-24,,,,,dispute
703,1397,2020-03-20,,,,,ongoing
704,1901,2020-07-16,,,,,dispute
705,478,2020-04-10,4.9,4.6,Duis at velit eu est congue elementum.,Sed sagittis.,complete
706,22,2019-12-13,,,,,dispute
707,2527,2019-05-08,,,,,dispute
708,2191,2019-07-07,2.8,1.6,Suspendisse potenti.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",cancelled
709,457,2018-08-16,,,,,dispute
710,807,2018-07-24,,,,,dispute
711,1285,2019-05-17,,,,,ongoing
712,556,2018-03-22,1.0,2.5,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Phasellus id sapien in sapien iaculis congue.,complete
713,941,2018-08-24,1.6,4.4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Morbi a ipsum.,cancelled
714,947,2020-03-07,,,,,ongoing
715,2094,2019-10-30,,,,,dispute
716,1634,2020-06-10,4.2,1.7,In hac habitasse platea dictumst.,Aliquam non mauris.,cancelled
717,2303,2020-05-20,,,,,dispute
718,2144,2019-12-18,,,,,dispute
719,1290,2020-07-26,4.7,2.2,In hac habitasse platea dictumst.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",complete
720,2081,2019-04-05,4.4,4.8,Maecenas rhoncus aliquam lacus.,Proin eu mi.,complete
721,2568,2018-04-10,,,,,ongoing
722,1414,2018-05-21,,,,,ongoing
723,2125,2018-03-02,1.5,3.5,Nulla justo.,Aliquam erat volutpat.,complete
724,2406,2020-05-16,4.8,2.2,Nulla ac enim.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",cancelled
725,287,2018-03-27,2.0,2.9,In blandit ultrices enim.,Nulla nisl.,complete
726,2599,2019-01-10,,,,,dispute
727,1482,2019-10-07,,,,,ongoing
728,1695,2019-05-09,4.6,4.9,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Donec vitae nisi.,cancelled
729,2587,2019-02-12,,,,,ongoing
730,2178,2020-04-15,4.1,1.2,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Morbi vel lectus in quam fringilla rhoncus.,complete
731,1109,2020-05-13,,,,,dispute
732,1421,2018-08-19,,,,,ongoing
733,2037,2020-04-30,4.9,1.7,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",complete
734,1444,2020-01-04,2.4,4.7,Nunc purus.,Morbi a ipsum.,complete
735,402,2018-12-09,,,,,ongoing
736,1372,2018-06-30,1.4,2.6,Curabitur convallis.,Suspendisse accumsan tortor quis turpis.,cancelled
737,531,2020-07-29,1.3,4.8,In hac habitasse platea dictumst.,Quisque porta volutpat erat.,cancelled
738,1727,2019-04-17,,,,,dispute
739,2230,2018-07-07,1.4,1.2,Etiam justo.,Etiam justo.,cancelled
740,1515,2019-07-20,,,,,ongoing
741,1233,2018-02-25,4.0,5.0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",Donec posuere metus vitae ipsum.,cancelled
742,314,2018-11-12,3.0,3.4,Nunc rhoncus dui vel sem.,Duis bibendum.,cancelled
743,2052,2019-07-01,2.3,2.5,Duis bibendum.,Nullam porttitor lacus at turpis.,cancelled
744,404,2020-01-05,2.9,2.2,Praesent blandit.,Suspendisse potenti.,cancelled
745,1794,2019-11-08,,,,,dispute
746,2379,2019-08-29,,,,,dispute
747,1520,2018-07-13,,,,,dispute
748,2287,2018-12-12,4.4,2.2,Suspendisse potenti.,Cras non velit nec nisi vulputate nonummy.,cancelled
749,590,2020-05-08,,,,,dispute
750,879,2019-08-09,,,,,dispute
751,2548,2020-01-01,,,,,dispute
752,319,2018-06-20,3.4,2.8,In hac habitasse platea dictumst.,Curabitur at ipsum ac tellus semper interdum.,cancelled
753,1039,2020-06-05,3.5,2.8,Nullam porttitor lacus at turpis.,Nullam porttitor lacus at turpis.,cancelled
754,1853,2019-02-23,3.9,1.9,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Sed accumsan felis.,cancelled
755,711,2020-04-16,4.3,3.8,Aliquam non mauris.,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",complete
756,2432,2019-12-07,3.4,5.0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Pellentesque eget nunc.,complete
757,1636,2019-08-09,,,,,dispute
758,1833,2018-06-16,,,,,dispute
759,1735,2019-08-07,,,,,dispute
760,2070,2018-02-16,1.6,1.8,Nulla justo.,Proin risus.,cancelled
761,2230,2018-07-07,,,,,dispute
762,1936,2018-10-31,,,,,dispute
763,1053,2018-08-11,,,,,dispute
764,390,2019-01-09,,,,,dispute
765,883,2020-05-10,2.6,4.0,Aliquam quis turpis eget elit sodales scelerisque.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",complete
766,1639,2020-02-27,2.4,5.0,Suspendisse potenti.,Cras pellentesque volutpat dui.,cancelled
767,1904,2020-05-07,2.6,3.8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Mauris sit amet eros.,complete
768,219,2020-07-09,4.2,4.8,In sagittis dui vel nisl.,Donec posuere metus vitae ipsum.,complete
769,1466,2018-07-09,,,,,ongoing
770,988,2019-11-16,,,,,dispute
771,994,2018-03-21,1.1,1.9,Vivamus vestibulum sagittis sapien.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",cancelled
772,1017,2018-07-31,3.4,2.3,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Aliquam sit amet diam in magna bibendum imperdiet.,cancelled
773,2410,2020-06-16,1.4,1.9,Duis consequat dui nec nisi volutpat eleifend.,Curabitur in libero ut massa volutpat convallis.,cancelled
774,416,2020-01-05,,,,,ongoing
775,1583,2019-08-15,,,,,ongoing
776,592,2018-05-12,,,,,dispute
777,2525,2020-04-26,,,,,dispute
778,1234,2019-12-12,2.9,2.1,Integer a nibh.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",cancelled
779,2334,2019-03-21,1.2,4.9,Mauris ullamcorper purus sit amet nulla.,Duis at velit eu est congue elementum.,complete
780,1717,2020-02-24,,,,,ongoing
781,2542,2020-04-29,3.8,4.6,Praesent blandit.,Phasellus id sapien in sapien iaculis congue.,cancelled
782,1553,2018-10-30,2.2,4.4,Maecenas rhoncus aliquam lacus.,Pellentesque viverra pede ac diam.,cancelled
783,2073,2019-10-02,1.6,4.7,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Mauris ullamcorper purus sit amet nulla.,complete
784,2527,2019-02-20,3.6,3.6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Morbi quis tortor id nulla ultrices aliquet.,cancelled
785,166,2019-05-16,,,,,dispute
786,141,2018-02-04,1.4,1.5,In hac habitasse platea dictumst.,Proin eu mi.,complete
787,115,2020-08-04,,,,,ongoing
788,1858,2019-08-30,,,,,ongoing
789,1936,2020-06-06,,,,,ongoing
790,183,2019-04-10,,,,,dispute
791,1094,2018-06-03,,,,,dispute
792,1526,2018-03-31,,,,,ongoing
793,641,2018-03-08,2.8,3.0,In sagittis dui vel nisl.,Aenean sit amet justo.,complete
794,1431,2019-01-22,2.1,4.6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Aliquam non mauris.,cancelled
795,1414,2018-07-22,2.8,1.8,Curabitur at ipsum ac tellus semper interdum.,Cras pellentesque volutpat dui.,cancelled
796,1927,2019-01-18,,,,,dispute
797,2102,2018-05-24,,,,,dispute
798,1121,2020-05-08,,,,,dispute
799,51,2020-08-17,,,,,dispute
800,1095,2018-07-17,,,,,ongoing
801,1389,2019-12-21,2.9,1.8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Etiam faucibus cursus urna.,cancelled
802,1868,2020-01-23,4.0,2.1,Nam nulla.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",complete
803,2259,2019-11-23,1.5,2.2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Nullam sit amet turpis elementum ligula vehicula consequat.,complete
804,2561,2018-02-21,,,,,ongoing
805,1176,2019-10-15,1.8,2.6,Nam tristique tortor eu pede.,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,complete
806,1662,2019-12-01,2.6,2.2,Integer non velit.,Vestibulum ac est lacinia nisi venenatis tristique.,cancelled
807,432,2018-06-13,2.7,3.4,Nulla suscipit ligula in lacus.,In sagittis dui vel nisl.,cancelled
808,1910,2019-01-26,,,,,dispute
809,2371,2020-04-29,,,,,ongoing
810,1444,2018-03-30,2.0,3.7,Etiam pretium iaculis justo.,Etiam justo.,cancelled
811,2377,2020-03-04,,,,,dispute
812,505,2019-05-05,4.5,2.1,In congue.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",complete
813,2209,2020-08-14,,,,,ongoing
814,2381,2018-01-01,,,,,ongoing
815,1866,2019-03-18,,,,,dispute
816,2031,2020-09-01,4.2,3.0,Fusce posuere felis sed lacus.,In hac habitasse platea dictumst.,complete
817,1420,2019-02-14,,,,,dispute
818,2543,2018-05-16,,,,,ongoing
819,859,2020-06-28,4.3,3.8,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Mauris sit amet eros.,complete
820,808,2019-04-11,1.7,2.4,Suspendisse potenti.,In sagittis dui vel nisl.,cancelled
821,30,2018-04-17,4.4,4.8,Phasellus in felis.,Aenean sit amet justo.,complete
822,1886,2018-04-17,,,,,dispute
823,1548,2019-10-04,,,,,ongoing
824,793,2018-11-20,,,,,ongoing
825,398,2018-01-25,2.4,1.4,Duis consequat dui nec nisi volutpat eleifend.,Duis at velit eu est congue elementum.,complete
826,1205,2019-06-12,1.5,1.6,Proin at turpis a pede posuere nonummy.,Pellentesque ultrices mattis odio.,complete
827,2490,2019-05-21,,,,,ongoing
828,1095,2019-10-23,1.0,4.6,Fusce posuere felis sed lacus.,Curabitur gravida nisi at nibh.,cancelled
829,1196,2019-08-06,4.1,4.5,Suspendisse ornare consequat lectus.,Morbi vel lectus in quam fringilla rhoncus.,complete
830,1229,2019-03-24,,,,,dispute
831,2101,2019-03-31,4.8,3.6,In hac habitasse platea dictumst.,Etiam vel augue.,cancelled
832,660,2019-09-01,,,,,dispute
833,82,2020-07-11,,,,,ongoing
834,799,2020-08-01,,,,,ongoing
835,2369,2020-07-24,2.7,4.0,Maecenas pulvinar lobortis est.,Praesent lectus.,complete
836,521,2018-09-19,4.9,4.7,Sed sagittis.,Mauris lacinia sapien quis libero.,complete
837,834,2020-07-30,4.5,2.9,In quis justo.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",complete
838,8,2020-02-20,4.0,1.8,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Curabitur at ipsum ac tellus semper interdum.,complete
839,1821,2018-05-22,3.8,3.3,In blandit ultrices enim.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",complete
840,1376,2019-12-16,2.5,4.5,Curabitur in libero ut massa volutpat convallis.,Maecenas ut massa quis augue luctus tincidunt.,cancelled
841,1647,2018-01-04,2.2,4.3,Curabitur gravida nisi at nibh.,Pellentesque at nulla.,complete
842,584,2020-03-19,,,,,ongoing
843,346,2018-02-09,,,,,ongoing
844,1076,2018-07-22,2.0,4.2,Curabitur gravida nisi at nibh.,In blandit ultrices enim.,cancelled
845,2128,2019-03-14,3.1,4.4,Cras in purus eu magna vulputate luctus.,Praesent lectus.,cancelled
846,428,2018-12-18,2.5,2.5,Praesent blandit.,In hac habitasse platea dictumst.,complete
847,1705,2019-08-19,1.7,4.0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Integer non velit.,cancelled
848,567,2019-10-02,,,,,ongoing
849,1134,2019-08-10,1.6,2.9,Curabitur gravida nisi at nibh.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",complete
850,1954,2018-12-29,2.6,4.5,Nam nulla.,Aliquam sit amet diam in magna bibendum imperdiet.,cancelled
851,2497,2019-12-31,,,,,dispute
852,1002,2019-09-18,,,,,dispute
853,1818,2020-06-15,4.9,3.6,Nulla suscipit ligula in lacus.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",cancelled
854,1570,2020-05-30,2.3,1.5,Nulla justo.,Mauris sit amet eros.,cancelled
855,1489,2018-01-05,,,,,dispute
856,905,2019-12-07,4.1,2.3,Sed vel enim sit amet nunc viverra dapibus.,In quis justo.,cancelled
857,124,2020-07-20,,,,,dispute
858,399,2019-04-17,,,,,ongoing
859,1962,2018-03-29,,,,,dispute
860,732,2020-08-16,,,,,dispute
861,646,2019-12-05,1.2,2.4,Aliquam non mauris.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",cancelled
862,606,2020-05-02,,,,,dispute
863,510,2019-04-18,2.1,3.5,Mauris lacinia sapien quis libero.,Nam tristique tortor eu pede.,cancelled
864,65,2019-10-26,,,,,ongoing
865,2528,2019-12-24,,,,,dispute
866,221,2018-11-17,,,,,dispute
867,2406,2018-07-19,,,,,ongoing
868,467,2018-08-20,,,,,dispute
869,83,2019-07-22,2.8,4.4,Nam nulla.,Morbi a ipsum.,complete
870,316,2020-05-12,4.1,2.6,Integer ac neque.,Duis aliquam convallis nunc.,complete
871,1017,2020-05-03,1.5,4.2,Aenean sit amet justo.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",cancelled
872,1339,2019-07-18,2.9,3.7,Nulla suscipit ligula in lacus.,Pellentesque at nulla.,complete
873,196,2019-05-18,3.0,1.3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",complete
874,906,2020-05-19,,,,,dispute
875,2448,2019-07-30,,,,,ongoing
876,1232,2019-04-02,3.1,1.4,Integer a nibh.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",complete
877,403,2020-04-09,1.1,3.2,In hac habitasse platea dictumst.,Vestibulum rutrum rutrum neque.,cancelled
878,1481,2020-08-08,,,,,dispute
879,2210,2019-11-17,,,,,dispute
880,1853,2019-06-04,2.1,1.6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",In hac habitasse platea dictumst.,complete
881,1121,2020-05-13,,,,,ongoing
882,242,2018-12-12,,,,,dispute
883,2383,2019-06-13,4.5,3.9,Quisque porta volutpat erat.,Aliquam erat volutpat.,complete
884,893,2019-12-05,4.2,3.2,Ut tellus.,Vivamus vel nulla eget eros elementum pellentesque.,cancelled
885,2259,2018-08-01,,,,,ongoing
886,353,2019-08-28,4.6,4.8,Curabitur gravida nisi at nibh.,Nullam sit amet turpis elementum ligula vehicula consequat.,cancelled
887,254,2019-09-01,,,,,dispute
888,500,2019-06-17,,,,,ongoing
889,2504,2018-10-20,,,,,dispute
890,1066,2020-03-30,,,,,ongoing
891,2059,2019-10-25,,,,,ongoing
892,1777,2020-07-23,2.8,2.7,Proin risus.,Maecenas tincidunt lacus at velit.,cancelled
893,653,2020-07-20,,,,,ongoing
894,1832,2020-09-13,1.5,4.3,Fusce consequat.,Mauris lacinia sapien quis libero.,complete
895,762,2018-07-04,,,,,ongoing
896,1258,2019-04-16,,,,,ongoing
897,1715,2020-08-31,,,,,dispute
898,336,2020-07-21,,,,,dispute
899,2052,2020-05-09,2.5,4.8,Proin at turpis a pede posuere nonummy.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",complete
900,577,2019-10-05,,,,,ongoing
901,1082,2019-07-13,,,,,dispute
902,458,2019-08-18,,,,,ongoing
903,2097,2018-05-28,,,,,dispute
904,1651,2019-11-13,,,,,dispute
905,2539,2018-06-12,2.1,2.6,Sed sagittis.,Ut at dolor quis odio consequat varius.,cancelled
906,115,2018-11-16,,,,,ongoing
907,487,2018-01-04,2.0,2.5,Maecenas rhoncus aliquam lacus.,Praesent blandit lacinia erat.,cancelled
908,339,2018-08-16,,,,,ongoing
909,1028,2020-02-26,3.9,4.6,Nunc nisl.,Duis mattis egestas metus.,complete
910,1696,2019-08-12,,,,,ongoing
911,1313,2018-11-01,,,,,ongoing
912,1263,2020-04-11,4.6,3.4,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Aliquam erat volutpat.,complete
913,2311,2019-11-21,,,,,dispute
914,590,2019-04-21,,,,,ongoing
915,676,2020-06-15,1.6,3.1,Morbi non lectus.,Curabitur convallis.,cancelled
916,2217,2018-03-22,4.9,1.8,Aliquam non mauris.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",cancelled
917,1509,2020-07-05,4.6,1.9,Morbi ut odio.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",cancelled
918,505,2018-02-26,,,,,dispute
919,2282,2020-03-18,3.5,5.0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.","In est risus, auctor sed, tristique in, tempus sit amet, sem.",cancelled
920,2273,2019-02-22,3.6,3.9,Pellentesque eget nunc.,Morbi a ipsum.,cancelled
921,813,2019-03-10,1.5,2.3,Maecenas pulvinar lobortis est.,Aenean fermentum.,complete
922,2277,2019-09-23,,,,,ongoing
923,2364,2018-11-01,1.1,2.6,In quis justo.,Morbi quis tortor id nulla ultrices aliquet.,complete
924,492,2019-07-22,,,,,dispute
925,199,2019-09-27,2.0,2.9,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Nulla mollis molestie lorem.,complete
926,682,2019-07-09,2.7,2.8,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Etiam faucibus cursus urna.,cancelled
927,1468,2018-03-07,,,,,ongoing
928,2412,2018-02-20,1.5,4.4,Proin interdum mauris non ligula pellentesque ultrices.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",complete
929,2407,2018-12-21,,,,,ongoing
930,2332,2019-09-10,,,,,dispute
931,1038,2018-10-08,1.2,4.1,Nullam varius.,In hac habitasse platea dictumst.,complete
932,2159,2018-11-29,,,,,ongoing
933,2216,2018-10-11,,,,,ongoing
934,381,2018-02-23,,,,,dispute
935,2423,2020-04-01,,,,,dispute
936,1783,2020-01-29,3.0,1.8,Morbi a ipsum.,Nullam sit amet turpis elementum ligula vehicula consequat.,cancelled
937,1485,2019-12-20,3.2,3.7,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Aliquam sit amet diam in magna bibendum imperdiet.,complete
938,673,2018-07-24,,,,,ongoing
939,2038,2018-05-02,3.9,4.7,Cras non velit nec nisi vulputate nonummy.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",cancelled
940,767,2020-05-18,1.1,4.9,Praesent blandit.,Praesent lectus.,cancelled
941,654,2019-08-07,4.7,4.1,Nullam porttitor lacus at turpis.,Vestibulum rutrum rutrum neque.,complete
942,1811,2020-01-02,3.8,4.8,Morbi vel lectus in quam fringilla rhoncus.,In quis justo.,cancelled
943,1545,2019-05-18,4.8,4.4,Curabitur gravida nisi at nibh.,Curabitur in libero ut massa volutpat convallis.,complete
944,2255,2019-09-09,,,,,ongoing
945,1400,2018-12-14,4.5,3.7,Donec semper sapien a libero.,Duis aliquam convallis nunc.,complete
946,2405,2019-01-17,,,,,dispute
947,2235,2018-12-03,2.2,3.7,Aenean sit amet justo.,Donec dapibus.,complete
948,796,2019-05-02,1.7,2.1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",cancelled
949,1833,2018-03-09,1.5,4.3,In sagittis dui vel nisl.,Quisque id justo sit amet sapien dignissim vestibulum.,complete
950,1643,2018-12-11,,,,,ongoing
951,1509,2018-08-14,3.3,4.1,Nullam molestie nibh in lectus.,Nulla suscipit ligula in lacus.,cancelled
952,677,2020-02-18,,,,,ongoing
953,1433,2018-03-24,4.9,3.3,Phasellus in felis.,Phasellus sit amet erat.,cancelled
954,1696,2018-10-03,,,,,ongoing
955,1034,2018-10-11,1.3,1.0,Nunc purus.,In hac habitasse platea dictumst.,cancelled
956,2171,2018-11-11,5.0,1.2,Nulla justo.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",complete
957,205,2019-09-28,,,,,ongoing
958,2396,2019-08-02,,,,,dispute
959,353,2020-02-13,,,,,ongoing
960,129,2019-06-18,1.7,2.4,Duis mattis egestas metus.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",complete
961,2584,2020-03-30,2.5,1.6,Integer tincidunt ante vel ipsum.,Phasellus id sapien in sapien iaculis congue.,complete
962,429,2020-04-22,4.4,2.8,Suspendisse ornare consequat lectus.,Morbi vel lectus in quam fringilla rhoncus.,complete
963,1829,2019-02-16,3.1,4.7,Phasellus in felis.,Vivamus in felis eu sapien cursus vestibulum.,cancelled
964,788,2020-04-12,,,,,ongoing
965,815,2019-07-21,,,,,dispute
966,1045,2019-12-02,,,,,ongoing
967,2146,2020-02-18,,,,,dispute
968,2162,2019-04-29,,,,,dispute
969,1212,2018-05-01,,,,,ongoing
970,959,2018-06-19,,,,,dispute
971,2575,2018-02-11,,,,,dispute
972,2447,2019-11-26,,,,,dispute
973,184,2018-04-14,,,,,ongoing
974,925,2019-10-07,,,,,dispute
975,1978,2019-06-03,,,,,dispute
976,2354,2019-02-09,1.1,2.0,Integer non velit.,Proin interdum mauris non ligula pellentesque ultrices.,complete
977,2217,2019-01-29,2.6,4.2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Aenean sit amet justo.,cancelled
978,2218,2019-08-12,,,,,ongoing
979,149,2019-02-03,,,,,ongoing
980,1643,2019-12-21,,,,,dispute
981,1905,2019-01-03,,,,,ongoing
982,2159,2018-10-19,,,,,ongoing
983,1517,2019-03-15,4.5,1.5,Duis ac nibh.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",complete
984,164,2019-08-30,,,,,dispute
985,1522,2018-07-25,1.5,3.1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",In sagittis dui vel nisl.,cancelled
986,565,2018-11-12,3.8,2.2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",In hac habitasse platea dictumst.,complete
987,1948,2018-05-19,,,,,ongoing
988,536,2018-01-24,,,,,ongoing
